time(ms),count,cpm,uSv/h,uSv/hError
38874473,0,2.350,0.044,0.006
38914955,0,2.250,0.042,0.006
38923122,0,2.300,0.043,0.006
38944067,0,2.350,0.044,0.006
38992740,0,2.300,0.043,0.006
39000943,0,2.350,0.044,0.006
39019309,0,2.400,0.045,0.007
39073339,0,2.400,0.045,0.007
39086081,0,2.400,0.045,0.007
39089033,0,2.450,0.046,0.007
39100662,0,2.500,0.047,0.007
39130339,0,2.450,0.046,0.007
39136721,0,2.500,0.047,0.007
39174444,0,2.550,0.048,0.007
39240664,0,2.500,0.047,0.007
39262097,0,2.550,0.048,0.007
39289380,0,2.550,0.048,0.007
39334798,0,2.500,0.047,0.007
39350820,0,2.550,0.048,0.007
39379985,0,2.550,0.048,0.007
39385276,0,2.600,0.049,0.007
39409446,0,2.550,0.048,0.007
39430427,0,2.500,0.047,0.007
39442398,0,2.500,0.047,0.007
39455887,0,2.550,0.048,0.007
39480339,0,2.550,0.048,0.007
39532176,0,2.350,0.044,0.006
39550269,0,2.400,0.045,0.007
39572358,0,2.450,0.046,0.007
39573088,0,2.500,0.047,0.007
39618147,0,2.450,0.046,0.007
39620760,0,2.500,0.047,0.007
39651067,0,2.500,0.047,0.007
39687340,0,2.450,0.046,0.007
39735741,0,2.400,0.045,0.007
39771621,0,2.200,0.041,0.006
39844047,0,2.200,0.041,0.006
39864213,0,2.150,0.041,0.006
39964647,0,2.150,0.041,0.006
40019912,0,2.050,0.039,0.006
40038293,0,2.100,0.040,0.006
40041225,0,2.150,0.041,0.006
40045636,0,2.200,0.041,0.006
40064726,0,2.250,0.042,0.006
40075536,0,2.250,0.042,0.006
40096897,0,2.300,0.043,0.006
40097602,0,2.350,0.044,0.006
40106223,0,2.400,0.045,0.007
40108077,0,2.450,0.046,0.007
40129830,0,2.400,0.045,0.007
40150080,0,2.400,0.045,0.007
40260438,0,2.300,0.043,0.006
40273529,0,2.300,0.043,0.006
40298699,0,2.200,0.041,0.006
40305382,0,2.250,0.042,0.006
40308721,0,2.300,0.043,0.006
40322728,0,2.350,0.044,0.006
40348101,0,2.300,0.043,0.006
40402230,0,2.300,0.043,0.006
40434013,0,2.350,0.044,0.006
40441110,0,2.350,0.044,0.006
40497088,0,2.300,0.043,0.006
40498577,0,2.350,0.044,0.006
40535324,0,2.350,0.044,0.006
40537504,0,2.400,0.045,0.007
40596471,0,2.300,0.043,0.006
40679570,0,2.050,0.039,0.006
40687556,0,2.100,0.040,0.006
40692024,0,2.150,0.041,0.006
40703089,0,2.200,0.041,0.006
40706750,0,2.250,0.042,0.006
40712319,0,2.300,0.043,0.006
40729901,0,2.300,0.043,0.006
40769414,0,2.300,0.043,0.006
40789190,0,2.250,0.042,0.006
40799930,0,2.300,0.043,0.006
40899159,0,2.100,0.040,0.006
40927188,0,2.150,0.041,0.006
40936872,0,2.150,0.041,0.006
40939116,0,2.200,0.041,0.006
40941267,0,2.250,0.042,0.006
40953966,0,2.300,0.043,0.006
40970117,0,2.300,0.043,0.006
40979027,0,2.350,0.044,0.006
41019404,0,2.400,0.045,0.007
41031665,0,2.450,0.046,0.007
41048147,0,2.450,0.046,0.007
41058268,0,2.500,0.047,0.007
41145148,0,2.500,0.047,0.007
41149665,0,2.550,0.048,0.007
41220201,0,2.500,0.047,0.007
41232891,0,2.500,0.047,0.007
41285003,0,2.350,0.044,0.006
41329497,0,2.150,0.041,0.006
41334365,0,2.200,0.041,0.006
41343807,0,2.250,0.042,0.006
41361854,0,2.250,0.042,0.006
41368945,0,2.300,0.043,0.006
41386688,0,2.350,0.044,0.006
41402472,0,2.400,0.045,0.007
41444003,0,2.450,0.046,0.007
41516412,0,2.250,0.042,0.006
41520890,0,2.250,0.042,0.006
41522358,0,2.300,0.043,0.006
41541309,0,2.350,0.044,0.006
41565622,0,2.350,0.044,0.006
41582391,0,2.400,0.045,0.007
41597427,0,2.450,0.046,0.007
41645316,0,2.350,0.044,0.006
41683980,0,2.400,0.045,0.007
41719914,0,2.350,0.044,0.006
41776844,0,2.300,0.043,0.006
41812985,0,2.300,0.043,0.006
41858957,0,2.350,0.044,0.006
41887366,0,2.250,0.042,0.006
41923128,0,2.150,0.041,0.006
41938863,0,2.150,0.041,0.006
41955669,0,2.200,0.041,0.006
41981476,0,2.200,0.041,0.006
41988603,0,2.200,0.041,0.006
41996769,0,2.200,0.041,0.006
42001631,0,2.250,0.042,0.006
42024961,0,2.350,0.044,0.006
42038867,0,2.400,0.045,0.007
42041498,0,2.450,0.046,0.007
42049642,0,2.500,0.047,0.007
42061569,0,2.550,0.048,0.007
42073539,0,2.600,0.049,0.007
42084072,0,2.650,0.050,0.007
42084813,0,2.700,0.051,0.007
42090415,0,2.750,0.052,0.007
42154902,0,2.550,0.048,0.007
42209640,0,2.500,0.047,0.007
42232132,0,2.450,0.046,0.007
42269092,0,2.400,0.045,0.007
42269446,0,2.450,0.046,0.007
42316761,0,2.500,0.047,0.007
42324688,0,2.550,0.048,0.007
42352062,0,2.500,0.047,0.007
42396079,0,2.550,0.048,0.007
42403461,0,2.600,0.049,0.007
42418480,0,2.600,0.049,0.007
42437693,0,2.600,0.049,0.007
42456476,0,2.650,0.050,0.007
42470379,0,2.700,0.051,0.007
42478924,0,2.750,0.052,0.007
42505770,0,2.750,0.052,0.007
